Age,Salary,YearsExperience,NumCertifications,JobSatisfaction,JobTitle,Education,City,Promotion
35,78810,3,1,4,Product Manager,Master's,Austin,No Promotion
40,110006,0,3,10,Data Scientist,Master's,San Francisco,Got Promotion
27,72800,12,0,1,Product Manager,Master's,Austin,No Promotion
22,125476,0,0,9,Data Analyst,Master's,Austin,No Promotion
44,119460,4,1,4,Data Analyst,Master's,New York,No Promotion
36,107767,14,3,2,Data Analyst,Bachelor's,San Francisco,No Promotion
22,78054,0,0,1,Product Manager,High School,New York,No Promotion
46,125319,11,4,3,Data Scientist,PhD,San Francisco,No Promotion
38,95397,14,1,7,Data Scientist,Master's,Chicago,Got Promotion
22,63233,6,4,10,Software Engineer,Bachelor's,Austin,Got Promotion
36,140020,12,3,2,Product Manager,High School,San Francisco,No Promotion
44,75068,10,4,9,Software Engineer,High School,Austin,No Promotion
23,115727,0,0,2,Data Engineer,High School,Austin,No Promotion
35,140610,0,0,5,Software Engineer,Master's,Seattle,Got Promotion
42,120453,1,2,8,Software Engineer,Master's,New York,No Promotion
29,75832,12,1,10,Software Engineer,PhD,San Francisco,No Promotion
29,136242,13,3,8,Data Analyst,Master's,Chicago,Got Promotion
40,63682,10,1,3,Data Engineer,High School,Seattle,Got Promotion
28,142298,11,4,2,Web developer,High School,New York,No Promotion
40,73383,9,3,9,Software Engineer,Bachelor's,Chicago,No Promotion
27,108160,2,3,3,Data Scientist,Bachelor's,Chicago,No Promotion
27,143332,12,0,8,Software Engineer,PhD,Austin,No Promotion
24,73666,10,4,2,Data Analyst,Bachelor's,New York,Got Promotion
28,108817,14,0,3,Business Analyst,PhD,Seattle,No Promotion
40,141198,0,0,1,Web developer,Bachelor's,San Francisco,No Promotion
29,84642,14,2,6,Data Engineer,High School,San Francisco,Got Promotion
31,91830,8,0,7,Business Analyst,Master's,Seattle,No Promotion
41,60234,9,1,4,Business Analyst,Master's,Austin,No Promotion
36,107616,7,3,1,Data Engineer,PhD,Austin,No Promotion
36,59221,4,0,3,Product Manager,Master's,Chicago,Got Promotion
22,61410,12,1,9,Web developer,Master's,New York,No Promotion
41,130055,10,4,5,Web developer,Bachelor's,Chicago,No Promotion
28,111413,1,3,6,Data Scientist,High School,San Francisco,No Promotion
48,51051,4,4,4,Data Analyst,Master's,Seattle,Got Promotion
25,125301,5,1,1,Data Engineer,High School,New York,No Promotion
27,126918,13,4,5,Business Analyst,Bachelor's,Seattle,No Promotion
46,128116,14,4,5,Data Analyst,Bachelor's,New York,Got Promotion
22,106563,0,4,5,Data Analyst,Master's,San Francisco,Got Promotion
26,147859,10,0,6,Product Manager,Master's,San Francisco,Got Promotion
48,94757,3,0,2,Business Analyst,Bachelor's,New York,No Promotion
44,127475,8,0,1,Software Engineer,Bachelor's,Austin,Got Promotion
22,101257,1,3,2,Data Analyst,PhD,New York,No Promotion
25,145500,4,1,10,Business Analyst,PhD,San Francisco,No Promotion
43,50307,0,0,6,Web developer,High School,Seattle,No Promotion
23,106889,3,4,5,Data Analyst,Bachelor's,Chicago,No Promotion
31,118895,3,4,5,Product Manager,High School,Seattle,No Promotion
26,145184,5,4,6,Product Manager,Bachelor's,San Francisco,No Promotion
48,85944,9,4,10,Software Engineer,High School,Seattle,Got Promotion
31,149555,8,2,7,Product Manager,PhD,Austin,No Promotion
22,88134,2,3,9,Business Analyst,Bachelor's,Austin,No Promotion
43,77323,8,1,7,Data Engineer,Bachelor's,New York,No Promotion
27,121762,5,1,2,Product Manager,High School,Seattle,Got Promotion
34,137225,6,0,6,Data Engineer,High School,Seattle,No Promotion
36,146507,11,2,9,Software Engineer,Master's,San Francisco,No Promotion
25,75954,9,1,7,Web developer,Master's,New York,No Promotion
34,105021,1,3,2,Data Scientist,PhD,New York,Got Promotion
45,139959,10,4,3,Data Analyst,Bachelor's,Seattle,No Promotion
41,145927,9,0,8,Data Analyst,Bachelor's,Chicago,No Promotion
45,129866,13,3,9,Business Analyst,High School,Seattle,No Promotion
36,120427,5,1,4,Software Engineer,PhD,Seattle,Got Promotion
29,54992,5,2,9,Software Engineer,Bachelor's,Seattle,No Promotion
26,51961,1,0,2,Software Engineer,PhD,Austin,No Promotion
36,62497,1,1,5,Data Analyst,Master's,New York,No Promotion
25,82551,13,0,2,Product Manager,High School,Austin,Got Promotion
33,126384,1,1,1,Data Analyst,Bachelor's,Chicago,No Promotion
34,105755,9,4,5,Data Analyst,High School,San Francisco,No Promotion
23,63255,11,2,2,Data Analyst,Master's,Chicago,No Promotion
48,54567,0,4,7,Web developer,PhD,New York,No Promotion
40,98847,4,1,8,Web developer,PhD,San Francisco,No Promotion
40,98003,7,3,2,Product Manager,Master's,Chicago,No Promotion
25,70389,1,4,7,Data Scientist,Master's,New York,Got Promotion
25,94523,12,3,4,Business Analyst,Bachelor's,Chicago,No Promotion
47,111576,14,1,1,Data Scientist,Bachelor's,San Francisco,Got Promotion
32,93919,4,2,3,Data Scientist,Bachelor's,San Francisco,No Promotion
48,132103,11,3,1,Data Analyst,Bachelor's,Chicago,Got Promotion
26,53358,7,1,5,Data Scientist,Bachelor's,Austin,No Promotion
41,138535,9,3,8,Data Analyst,PhD,Chicago,No Promotion
32,126524,13,4,1,Data Analyst,Bachelor's,Chicago,No Promotion
31,147057,4,1,9,Business Analyst,Master's,Chicago,Got Promotion
29,55698,1,4,3,Software Engineer,Master's,Austin,Got Promotion
27,116809,2,0,5,Data Analyst,Bachelor's,Seattle,No Promotion
27,143079,14,1,9,Web developer,Master's,San Francisco,No Promotion
29,105805,5,3,5,Data Scientist,High School,New York,No Promotion
44,81349,10,0,9,Business Analyst,PhD,San Francisco,No Promotion
36,126777,10,4,10,Data Engineer,PhD,San Francisco,No Promotion
47,100248,4,4,8,Data Engineer,Bachelor's,Seattle,No Promotion
35,125033,10,3,7,Data Engineer,High School,San Francisco,No Promotion
32,148239,3,0,1,Data Scientist,Bachelor's,San Francisco,Got Promotion
33,94041,3,2,4,Software Engineer,Bachelor's,Austin,Got Promotion
47,81954,4,3,9,Product Manager,Master's,Austin,No Promotion
34,58002,1,4,10,Software Engineer,PhD,Austin,Got Promotion
29,119783,8,1,8,Business Analyst,High School,Austin,No Promotion
39,137234,1,0,4,Software Engineer,Master's,Austin,Got Promotion
46,69738,9,2,1,Data Engineer,PhD,New York,No Promotion
22,60703,1,1,10,Software Engineer,PhD,Seattle,Got Promotion
36,99422,9,0,4,Business Analyst,Bachelor's,Chicago,No Promotion
29,133106,13,3,3,Business Analyst,High School,Austin,No Promotion
49,111899,8,3,6,Data Engineer,Bachelor's,Seattle,No Promotion
32,62392,13,0,5,Web developer,Master's,Chicago,No Promotion
33,94724,2,2,5,Data Scientist,Bachelor's,San Francisco,No Promotion
33,82299,14,0,2,Data Analyst,Bachelor's,San Francisco,No Promotion
25,65641,9,1,3,Product Manager,PhD,Seattle,Got Promotion
37,129534,6,1,6,Product Manager,PhD,New York,No Promotion
25,56305,3,3,2,Data Engineer,Master's,New York,No Promotion
26,148262,12,0,4,Web developer,PhD,Seattle,No Promotion
45,68782,12,3,2,Product Manager,PhD,New York,No Promotion
26,128257,5,2,9,Software Engineer,PhD,New York,No Promotion
29,127963,13,1,3,Business Analyst,Bachelor's,San Francisco,Got Promotion
31,70566,3,4,10,Web developer,High School,New York,No Promotion
38,117766,9,4,10,Business Analyst,Master's,New York,No Promotion
49,56511,14,0,6,Data Engineer,Bachelor's,Seattle,No Promotion
47,76177,6,0,1,Business Analyst,Master's,New York,No Promotion
30,54765,0,4,10,Data Analyst,Bachelor's,Austin,No Promotion
43,70354,2,0,3,Business Analyst,Master's,Austin,No Promotion
40,73929,12,1,8,Business Analyst,PhD,Seattle,Got Promotion
35,78820,2,2,5,Web developer,Master's,Austin,No Promotion
29,79523,0,2,8,Software Engineer,High School,San Francisco,No Promotion
30,121088,5,3,2,Data Scientist,Master's,Seattle,No Promotion
43,116163,14,1,7,Product Manager,High School,New York,Got Promotion
32,127525,12,0,9,Software Engineer,Master's,Austin,Got Promotion
44,63780,10,0,7,Software Engineer,PhD,San Francisco,No Promotion
22,56589,13,3,3,Software Engineer,Master's,Seattle,Got Promotion
35,84812,8,3,7,Product Manager,Bachelor's,Seattle,No Promotion
26,143664,7,0,8,Data Engineer,PhD,New York,No Promotion
42,95939,10,0,1,Software Engineer,PhD,Chicago,Got Promotion
47,101493,6,1,3,Data Scientist,Bachelor's,Austin,Got Promotion
35,143326,9,3,5,Data Engineer,PhD,San Francisco,Got Promotion
25,90953,7,1,6,Business Analyst,PhD,Seattle,Got Promotion
43,115785,5,0,3,Data Scientist,Bachelor's,Austin,Got Promotion
44,69309,8,4,4,Web developer,PhD,San Francisco,No Promotion
46,104195,2,4,5,Data Engineer,PhD,San Francisco,No Promotion
22,75901,14,0,3,Business Analyst,PhD,Seattle,No Promotion
43,73576,9,3,4,Business Analyst,PhD,Austin,Got Promotion
44,81508,9,4,5,Software Engineer,Master's,San Francisco,No Promotion
40,124711,8,3,2,Software Engineer,PhD,Seattle,No Promotion
29,75464,3,4,10,Product Manager,PhD,Austin,Got Promotion
36,110281,6,3,9,Data Analyst,PhD,Austin,Got Promotion
42,66260,14,4,10,Data Scientist,Master's,Seattle,No Promotion
36,85440,12,3,8,Product Manager,High School,Austin,No Promotion
30,145082,8,1,6,Product Manager,PhD,Chicago,No Promotion
42,106683,1,3,10,Data Scientist,High School,San Francisco,No Promotion
30,91430,1,1,3,Data Engineer,High School,San Francisco,No Promotion
31,51987,8,1,2,Web developer,Bachelor's,Austin,Got Promotion
41,75105,11,0,7,Data Scientist,Bachelor's,Seattle,No Promotion
46,128484,12,1,8,Business Analyst,High School,New York,No Promotion
42,63026,2,2,10,Web developer,Master's,Austin,No Promotion
47,118309,8,1,1,Data Analyst,PhD,New York,No Promotion
30,95927,12,3,6,Data Engineer,PhD,Austin,No Promotion
24,125414,14,1,7,Software Engineer,PhD,New York,Got Promotion
41,107535,4,3,9,Data Analyst,Bachelor's,Austin,Got Promotion
46,92946,5,3,3,Data Analyst,Bachelor's,Seattle,No Promotion
47,106561,1,2,2,Software Engineer,PhD,New York,Got Promotion
32,60377,7,1,5,Data Analyst,High School,Chicago,No Promotion
27,103592,10,1,10,Data Engineer,Bachelor's,Seattle,No Promotion
23,57347,8,4,1,Data Engineer,PhD,Austin,No Promotion
28,83776,1,4,6,Data Engineer,High School,New York,No Promotion
39,53783,5,0,9,Product Manager,PhD,San Francisco,No Promotion
48,105798,5,3,10,Product Manager,Bachelor's,Seattle,No Promotion
23,54298,7,2,9,Data Engineer,Master's,New York,No Promotion
48,120204,9,4,7,Software Engineer,Master's,Seattle,No Promotion
38,136207,11,1,7,Software Engineer,Bachelor's,New York,No Promotion
32,105161,4,0,8,Data Scientist,High School,San Francisco,No Promotion
48,110652,8,2,10,Data Scientist,PhD,Chicago,No Promotion
33,84484,0,1,2,Data Engineer,Bachelor's,San Francisco,No Promotion
48,148614,8,1,6,Web developer,High School,Austin,No Promotion
40,70922,9,3,5,Data Analyst,PhD,Seattle,Got Promotion
43,84028,6,3,5,Data Analyst,PhD,Chicago,No Promotion
45,70316,3,4,3,Software Engineer,Bachelor's,Seattle,No Promotion
46,126996,2,4,3,Web developer,PhD,New York,No Promotion
28,66968,13,1,6,Data Analyst,Master's,Austin,No Promotion
41,80266,9,1,10,Business Analyst,Master's,Austin,Got Promotion
27,145745,14,4,10,Product Manager,PhD,Seattle,No Promotion
42,74000,10,4,7,Data Analyst,Bachelor's,Austin,No Promotion
45,64011,13,1,1,Data Analyst,PhD,Seattle,Got Promotion
22,52866,5,2,3,Data Scientist,Bachelor's,New York,No Promotion
38,55898,11,1,1,Business Analyst,Bachelor's,New York,No Promotion
32,68395,12,2,10,Data Analyst,Master's,Seattle,Got Promotion
43,89019,0,2,3,Product Manager,Master's,San Francisco,Got Promotion
47,54006,2,1,5,Data Analyst,High School,San Francisco,No Promotion
49,84393,1,0,9,Software Engineer,Bachelor's,New York,No Promotion
39,60956,10,4,3,Business Analyst,PhD,Chicago,Got Promotion
42,100042,12,3,10,Data Analyst,Bachelor's,San Francisco,No Promotion
38,146199,8,1,10,Web developer,Master's,Seattle,No Promotion
28,56078,2,2,9,Business Analyst,Bachelor's,New York,No Promotion
38,79631,12,1,1,Data Analyst,High School,Austin,No Promotion
41,145676,1,4,6,Product Manager,PhD,Austin,No Promotion
30,112901,3,2,9,Product Manager,Bachelor's,San Francisco,No Promotion
38,119497,14,3,5,Business Analyst,PhD,Chicago,Got Promotion
41,144813,13,3,10,Data Engineer,PhD,San Francisco,No Promotion
43,91574,1,3,2,Data Scientist,Master's,Chicago,No Promotion
43,81417,0,0,5,Data Scientist,Bachelor's,San Francisco,No Promotion
49,138020,5,2,1,Software Engineer,PhD,Austin,Got Promotion
29,133639,14,2,9,Data Engineer,Master's,Chicago,No Promotion
38,115006,9,0,10,Data Scientist,High School,Austin,No Promotion
28,144881,7,2,10,Business Analyst,High School,Seattle,No Promotion
22,89454,9,0,9,Data Scientist,Bachelor's,Seattle,No Promotion
34,51587,9,1,6,Software Engineer,PhD,New York,Got Promotion
44,104710,1,4,9,Data Analyst,Bachelor's,Austin,No Promotion
40,136567,13,3,3,Data Scientist,PhD,Austin,No Promotion
48,141748,8,0,4,Business Analyst,Master's,New York,Got Promotion
45,125886,14,0,6,Business Analyst,High School,Seattle,No Promotion
40,68816,12,0,4,Software Engineer,High School,Seattle,No Promotion
38,135824,2,1,1,Web developer,High School,Chicago,No Promotion
34,79432,7,0,7,Software Engineer,High School,Chicago,No Promotion
37,98617,11,4,5,Web developer,Bachelor's,Seattle,No Promotion
29,122373,7,4,8,Product Manager,PhD,San Francisco,No Promotion
40,84217,14,3,9,Product Manager,Bachelor's,Austin,No Promotion
39,70884,2,1,5,Product Manager,Master's,Chicago,No Promotion
22,55454,2,4,8,Web developer,High School,San Francisco,No Promotion
35,124960,11,2,1,Data Analyst,PhD,Chicago,Got Promotion
40,93618,14,2,1,Business Analyst,Bachelor's,New York,Got Promotion
36,133948,5,2,7,Product Manager,PhD,Austin,No Promotion
39,112671,0,0,6,Business Analyst,Bachelor's,Chicago,Got Promotion
23,97111,3,0,5,Software Engineer,PhD,Seattle,No Promotion
43,89613,0,2,5,Data Analyst,PhD,New York,No Promotion
49,135678,13,3,9,Software Engineer,High School,New York,No Promotion
38,109993,2,3,1,Business Analyst,Bachelor's,Seattle,No Promotion
39,58848,8,0,8,Data Engineer,Master's,New York,No Promotion
27,128672,13,2,2,Web developer,PhD,Austin,No Promotion
40,116125,13,3,7,Data Engineer,Master's,Chicago,No Promotion
25,136444,4,0,6,Product Manager,High School,New York,No Promotion
22,111602,11,2,10,Data Engineer,Master's,Austin,Got Promotion
29,122045,4,1,2,Software Engineer,PhD,Seattle,No Promotion
44,92222,10,2,3,Web developer,PhD,Chicago,No Promotion
28,99223,3,2,4,Data Engineer,PhD,Seattle,Got Promotion
24,115333,2,4,7,Data Scientist,Bachelor's,Chicago,No Promotion
31,102732,4,4,8,Data Analyst,Master's,New York,No Promotion
31,99420,14,1,2,Business Analyst,Bachelor's,New York,No Promotion
40,125504,13,1,8,Web developer,PhD,Chicago,Got Promotion
35,52462,10,2,9,Product Manager,PhD,Austin,Got Promotion
23,59460,3,3,7,Software Engineer,High School,Austin,No Promotion
49,149319,7,1,1,Data Analyst,High School,Austin,No Promotion
22,59275,3,2,6,Product Manager,PhD,San Francisco,No Promotion
44,144213,10,0,8,Software Engineer,Bachelor's,Austin,No Promotion
44,63269,11,4,5,Data Engineer,Bachelor's,New York,Got Promotion
49,115942,7,3,2,Web developer,PhD,San Francisco,No Promotion
39,122920,5,2,5,Business Analyst,Master's,Austin,No Promotion
28,72553,14,0,8,Web developer,Bachelor's,New York,No Promotion
29,74366,13,4,2,Data Scientist,PhD,San Francisco,No Promotion
22,94036,11,0,1,Data Scientist,High School,New York,Got Promotion
46,67369,10,2,4,Web developer,PhD,Chicago,Got Promotion
44,61795,4,1,4,Data Engineer,Bachelor's,New York,No Promotion
24,120021,3,4,9,Business Analyst,PhD,San Francisco,Got Promotion
45,118154,3,0,3,Data Analyst,Master's,Austin,No Promotion
44,80143,11,1,4,Business Analyst,Master's,San Francisco,No Promotion
48,79425,3,3,3,Data Engineer,Bachelor's,Austin,No Promotion
29,138209,10,2,2,Software Engineer,PhD,Austin,No Promotion
43,125139,12,2,4,Web developer,Master's,Seattle,No Promotion
46,55368,12,4,8,Web developer,Master's,Chicago,No Promotion
36,54621,8,0,1,Web developer,High School,Seattle,No Promotion
26,108829,3,3,8,Web developer,Bachelor's,San Francisco,No Promotion
24,110294,11,4,8,Data Analyst,High School,Seattle,No Promotion
40,64719,8,4,3,Data Scientist,High School,Austin,No Promotion
22,79227,12,0,10,Data Engineer,Master's,San Francisco,No Promotion
49,57566,9,3,10,Software Engineer,PhD,Seattle,Got Promotion
36,62306,5,0,6,Data Engineer,High School,New York,No Promotion
29,103822,9,2,4,Product Manager,Bachelor's,Chicago,No Promotion
23,74042,12,1,1,Product Manager,Bachelor's,New York,No Promotion
24,65086,6,2,1,Product Manager,PhD,San Francisco,No Promotion
45,67387,11,2,5,Data Scientist,Bachelor's,Seattle,No Promotion
35,77042,9,4,8,Business Analyst,High School,Austin,No Promotion
45,139424,2,2,1,Data Analyst,PhD,Seattle,No Promotion
35,101618,7,3,2,Web developer,Bachelor's,San Francisco,Got Promotion
32,142050,2,2,7,Data Scientist,Bachelor's,San Francisco,No Promotion
37,68323,0,3,8,Software Engineer,High School,San Francisco,No Promotion
25,68019,12,0,3,Software Engineer,High School,San Francisco,No Promotion
41,125426,12,4,8,Product Manager,High School,Seattle,No Promotion
26,90863,9,3,1,Data Analyst,High School,New York,No Promotion
43,60283,11,2,9,Product Manager,PhD,Austin,No Promotion
42,68279,4,4,2,Software Engineer,PhD,Austin,No Promotion
35,96999,1,4,2,Software Engineer,PhD,Chicago,Got Promotion
44,112780,9,3,4,Web developer,Master's,San Francisco,No Promotion
37,72908,13,3,10,Business Analyst,High School,San Francisco,Got Promotion
39,111584,5,1,3,Web developer,High School,San Francisco,No Promotion
28,100225,12,1,4,Business Analyst,PhD,New York,No Promotion
31,87952,9,4,6,Web developer,Bachelor's,San Francisco,No Promotion
28,87663,8,1,7,Business Analyst,Bachelor's,Chicago,No Promotion
22,111381,0,2,5,Product Manager,High School,Chicago,No Promotion
44,97929,13,0,2,Data Engineer,High School,New York,Got Promotion
42,59343,12,4,3,Data Analyst,PhD,San Francisco,No Promotion
40,126173,3,0,10,Business Analyst,High School,Seattle,Got Promotion
37,89791,14,1,3,Data Scientist,Bachelor's,Seattle,Got Promotion
40,79134,0,3,5,Business Analyst,Bachelor's,Austin,No Promotion
25,97101,0,4,5,Product Manager,High School,New York,No Promotion
49,119443,7,1,4,Data Analyst,PhD,Seattle,No Promotion
39,149111,13,2,8,Business Analyst,PhD,Austin,Got Promotion
23,107530,13,4,6,Web developer,Bachelor's,Chicago,Got Promotion
22,96799,12,4,6,Data Analyst,PhD,Austin,No Promotion
36,54827,13,3,1,Data Scientist,Bachelor's,San Francisco,No Promotion
26,146143,10,4,6,Software Engineer,High School,San Francisco,No Promotion
41,112653,14,3,3,Web developer,Bachelor's,Chicago,Got Promotion
32,63699,1,1,6,Data Analyst,High School,New York,Got Promotion
31,141419,0,2,10,Data Engineer,PhD,San Francisco,No Promotion
23,55313,10,2,6,Business Analyst,Master's,San Francisco,No Promotion
24,63598,7,4,2,Web developer,Master's,Austin,No Promotion
44,78807,3,4,1,Product Manager,Master's,Austin,No Promotion
44,120423,2,1,3,Data Engineer,Bachelor's,Austin,Got Promotion
33,119390,12,3,5,Data Engineer,Master's,Seattle,No Promotion
41,95226,11,2,4,Product Manager,Bachelor's,Chicago,No Promotion
26,109550,3,3,7,Product Manager,PhD,New York,No Promotion
26,130072,13,1,4,Product Manager,High School,Austin,No Promotion
27,53558,10,2,8,Data Engineer,Master's,New York,No Promotion
30,125308,4,2,7,Data Analyst,Bachelor's,Austin,Got Promotion
23,100113,0,0,10,Product Manager,PhD,San Francisco,No Promotion
42,102999,14,1,9,Software Engineer,PhD,New York,No Promotion
33,105878,13,1,1,Data Engineer,Master's,Seattle,No Promotion
24,86343,10,0,5,Data Engineer,PhD,Austin,No Promotion
41,108219,0,3,4,Data Engineer,PhD,Chicago,No Promotion
47,85186,2,0,6,Data Scientist,PhD,San Francisco,No Promotion
43,86966,5,1,1,Data Analyst,Bachelor's,Austin,No Promotion
33,83769,0,3,6,Data Analyst,PhD,New York,No Promotion
45,103218,13,2,1,Product Manager,PhD,Austin,Got Promotion
38,69229,10,0,1,Data Engineer,PhD,San Francisco,No Promotion
31,125209,11,3,8,Web developer,PhD,Chicago,No Promotion
45,77877,14,3,2,Data Engineer,PhD,Chicago,No Promotion
48,108001,1,3,10,Product Manager,Bachelor's,Chicago,Got Promotion
35,147137,14,0,6,Data Analyst,PhD,San Francisco,No Promotion
44,88084,11,2,6,Product Manager,PhD,Austin,No Promotion
38,131780,13,3,6,Product Manager,High School,San Francisco,No Promotion
39,142892,6,0,8,Product Manager,PhD,San Francisco,No Promotion
40,66806,13,1,4,Product Manager,PhD,Austin,Got Promotion
38,138635,13,0,3,Product Manager,Bachelor's,Seattle,Got Promotion
35,87034,0,0,6,Business Analyst,PhD,Chicago,No Promotion
30,90317,12,0,4,Business Analyst,Bachelor's,New York,Got Promotion
29,105468,13,3,2,Data Engineer,Master's,New York,No Promotion
23,69094,14,0,6,Data Engineer,PhD,Austin,No Promotion
34,107796,6,1,10,Web developer,High School,New York,Got Promotion
46,60589,14,3,5,Web developer,Bachelor's,Seattle,No Promotion
28,107221,3,1,9,Business Analyst,Master's,San Francisco,No Promotion
30,51657,9,4,6,Data Analyst,High School,Chicago,Got Promotion
43,148300,13,0,3,Data Scientist,Bachelor's,New York,No Promotion
43,89531,5,3,5,Data Analyst,Master's,New York,No Promotion
32,102227,13,3,10,Web developer,High School,Austin,No Promotion
35,53164,7,0,8,Data Engineer,PhD,Austin,Got Promotion
25,143078,8,2,9,Business Analyst,High School,San Francisco,Got Promotion
47,133973,5,2,8,Data Analyst,High School,Chicago,No Promotion
47,91247,11,1,3,Data Scientist,High School,New York,Got Promotion
34,69601,10,0,9,Product Manager,Bachelor's,San Francisco,Got Promotion
23,143966,12,0,3,Software Engineer,PhD,Chicago,No Promotion
44,100599,14,4,8,Business Analyst,PhD,San Francisco,Got Promotion
26,121545,13,2,10,Business Analyst,Bachelor's,New York,No Promotion
32,54552,8,2,9,Data Scientist,High School,Austin,No Promotion
27,59417,3,0,7,Product Manager,PhD,Austin,No Promotion
39,108579,5,1,4,Product Manager,High School,Austin,No Promotion
42,118207,7,0,10,Software Engineer,PhD,Seattle,No Promotion
31,122055,8,1,9,Product Manager,Bachelor's,San Francisco,No Promotion
25,128270,2,2,3,Data Scientist,Master's,New York,No Promotion
30,53722,1,4,3,Data Engineer,High School,San Francisco,No Promotion
27,120442,5,3,2,Product Manager,PhD,Austin,No Promotion
23,145632,3,2,10,Data Engineer,PhD,San Francisco,Got Promotion
38,90031,0,1,3,Web developer,PhD,Chicago,Got Promotion
26,129235,7,0,1,Web developer,Bachelor's,San Francisco,Got Promotion
46,71438,8,2,4,Data Engineer,Bachelor's,Seattle,No Promotion
27,108819,13,4,8,Data Scientist,Master's,Seattle,Got Promotion
47,93856,8,1,5,Business Analyst,Bachelor's,Austin,No Promotion
33,83576,1,0,2,Business Analyst,High School,New York,No Promotion
44,91938,8,3,3,Business Analyst,Bachelor's,Chicago,No Promotion
42,99028,6,1,1,Data Analyst,PhD,New York,No Promotion
31,109807,4,0,2,Business Analyst,High School,New York,Got Promotion
43,99877,6,3,1,Data Scientist,Bachelor's,Chicago,No Promotion
42,147783,12,0,2,Software Engineer,High School,Seattle,No Promotion
48,93461,8,3,3,Web developer,High School,Austin,Got Promotion
46,143474,7,3,1,Product Manager,Bachelor's,San Francisco,No Promotion
27,90469,5,3,9,Business Analyst,High School,Seattle,Got Promotion
48,133136,12,0,10,Data Analyst,PhD,Austin,Got Promotion
29,70435,3,3,5,Web developer,PhD,Seattle,No Promotion
23,134117,12,1,8,Web developer,Bachelor's,Chicago,No Promotion
33,64191,14,4,5,Data Engineer,Bachelor's,New York,No Promotion
34,134726,0,4,8,Data Analyst,PhD,Chicago,No Promotion
46,77386,5,3,7,Data Scientist,Bachelor's,San Francisco,No Promotion
42,81721,2,4,4,Software Engineer,PhD,Chicago,No Promotion
28,104786,5,4,7,Business Analyst,High School,New York,Got Promotion
31,63704,5,3,6,Business Analyst,Bachelor's,Seattle,Got Promotion
34,106635,13,3,3,Data Analyst,Master's,Austin,Got Promotion
38,52123,3,1,9,Data Scientist,PhD,San Francisco,No Promotion
47,140710,1,2,10,Data Analyst,PhD,Seattle,No Promotion
42,112993,14,0,9,Data Analyst,High School,Austin,No Promotion
49,130122,8,3,5,Software Engineer,Master's,New York,No Promotion
47,147512,1,3,8,Data Scientist,Master's,Chicago,Got Promotion
35,75416,2,4,7,Software Engineer,Master's,Seattle,Got Promotion
23,51814,9,1,9,Data Scientist,PhD,Austin,No Promotion
49,128537,0,4,7,Business Analyst,PhD,Austin,Got Promotion
43,100258,6,3,4,Product Manager,Master's,Chicago,No Promotion
32,66508,14,3,4,Data Engineer,Bachelor's,Seattle,No Promotion
22,135166,0,4,8,Product Manager,Master's,Seattle,No Promotion
40,128916,10,3,6,Web developer,High School,New York,No Promotion
42,85699,8,2,9,Data Scientist,Master's,Seattle,Got Promotion
25,96335,10,0,10,Product Manager,Master's,Chicago,Got Promotion
40,96806,10,0,7,Data Analyst,Master's,Seattle,No Promotion
47,127853,0,0,7,Business Analyst,Bachelor's,New York,No Promotion
42,113768,4,2,4,Data Engineer,Master's,Austin,No Promotion
32,85739,6,3,3,Data Engineer,Master's,Seattle,Got Promotion
29,84785,2,4,8,Web developer,PhD,Chicago,Got Promotion
32,81980,8,1,7,Data Engineer,Master's,Seattle,Got Promotion
25,139335,7,3,4,Business Analyst,High School,San Francisco,Got Promotion
38,144702,12,2,4,Product Manager,PhD,New York,No Promotion
48,135016,14,2,1,Data Engineer,Bachelor's,Austin,No Promotion
28,51609,2,0,7,Data Engineer,PhD,San Francisco,No Promotion
29,116253,14,3,1,Data Scientist,Bachelor's,Chicago,No Promotion
24,135481,4,0,10,Data Analyst,Bachelor's,Seattle,Got Promotion
43,141128,6,1,10,Data Scientist,High School,New York,Got Promotion
23,78141,11,0,4,Product Manager,Master's,Seattle,No Promotion
44,80009,13,1,3,Business Analyst,High School,Seattle,No Promotion
36,56782,3,2,3,Business Analyst,PhD,Seattle,No Promotion
45,142072,4,0,1,Data Scientist,Bachelor's,Seattle,No Promotion
43,149352,2,0,4,Software Engineer,PhD,New York,No Promotion
43,75933,8,4,1,Data Scientist,Bachelor's,San Francisco,No Promotion
26,127154,9,2,8,Software Engineer,PhD,Chicago,Got Promotion
45,58307,8,4,1,Web developer,Bachelor's,San Francisco,No Promotion
22,142207,6,1,6,Data Scientist,High School,New York,No Promotion
47,125874,9,1,7,Software Engineer,Bachelor's,Chicago,No Promotion
25,88346,1,2,10,Software Engineer,Master's,Austin,Got Promotion
36,100772,6,1,2,Data Engineer,High School,San Francisco,Got Promotion
41,122084,6,2,4,Web developer,Master's,New York,No Promotion
40,90149,10,1,3,Data Engineer,PhD,New York,Got Promotion
24,136700,4,3,9,Software Engineer,PhD,New York,No Promotion
41,77526,8,0,7,Software Engineer,Bachelor's,Chicago,No Promotion
32,146758,12,3,2,Data Analyst,Bachelor's,Seattle,No Promotion
38,135712,11,2,6,Software Engineer,PhD,Austin,No Promotion
48,118477,10,2,9,Data Engineer,High School,Chicago,No Promotion
34,55695,2,3,3,Software Engineer,Master's,Chicago,Got Promotion
